time="2023-06-28T00:44:14+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:44:17+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:45:15+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:45:15+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:45:20+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:47:25+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:47:25+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:47:27+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:47:40+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:47:40+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:47:43+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:47:58+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:47:58+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:48:01+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:48:18+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:48:18+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:48:20+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:49:07+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:49:07+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:49:10+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:49:18+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:49:18+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:49:19+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:49:28+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:49:28+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:49:34+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:50:51+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:50:51+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:50:53+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:51:00+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:51:00+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:51:03+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:53:45+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:53:45+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:53:47+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:54:08+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:54:08+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:54:16+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:54:22+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:54:22+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:54:24+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:54:51+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:54:51+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:54:53+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:55:39+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:55:39+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:55:42+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:55:53+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:55:53+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:55:58+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:56:17+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:56:17+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:56:19+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:58:11+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:58:11+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:58:38+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:58:41+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:58:41+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:58:43+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:58:51+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:58:51+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:58:53+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:59:01+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:59:01+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:59:03+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:59:25+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:59:25+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:59:27+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:59:37+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:59:37+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:59:41+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T00:59:53+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T00:59:53+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T00:59:55+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T01:00:02+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T01:00:02+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T01:00:03+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
time="2023-06-28T01:00:14+03:00" level=info msg="Start ConfigApp" func="Kanopy/pkg/Config.GetConfigApp.func1()" file="Config.go; 35"
time="2023-06-28T01:00:14+03:00" level=info msg="Start main application" func="main.main()" file="Kanopy.go; 15"
time="2023-06-28T01:00:46+03:00" level=info msg="End without problem8080" func="main.main()" file="Kanopy.go; 18"
